,1.8,1.79,1.78,1.77,1.76,1.75,1.74
1.1,759328008.8181467,783900935.7857267,808473862.7533084,833046789.7208886,857619716.6884693,882192643.6560498,518127645.2234507
1.09,799538252.9469151,823887789.6693357,848237326.3917569,872586863.1141775,896936399.8365983,921285936.559019,553856404.0301187
1.08,839748497.0756835,863874643.5529441,888000790.0302054,912126936.507466,936253082.9847273,950637205.2002635,589585162.8367872
1.07,850022346.912418,872684268.4600574,897912116.8307115,905910406.2629807,931138254.6336343,956366103.004288,765070103.6328621
1.06,889895791.1802235,914887865.2670386,922650380.4154707,947642454.5022864,972634528.5891023,997626602.675918,803801049.7773633
1.05,915105603.3326583,939861903.1356361,964618202.9386137,989374502.7415923,1014130802.5445701,1038887102.347548,842531995.9218649
1.04,884097881.3150687,907632649.8104038,931167418.3057383,954702186.8010734,978236955.2964085,1001771723.7917433,898425141.6305805
