,1.85,1.8,1.75,1.7000000000000002,1.6500000000000001,1.6,1.55,1.5,1.4500000000000002,1.4000000000000001,1.35,1.3,1.25,1.2000000000000002,1.15,1.1,1.05
1.55,-942115453.8105037,-1145497696.548838,-1566158500.3206007,-1719099770.4558463,-1580010252.0170996,-1890855749.487399,-2068892874.630427,-1934242854.3244267,-1798247180.115361,-1677929848.5576224,-1633796277.4701922,-1845391703.4746656,-1820267950.4626667,-1715363634.010509,-1653191914.7387784,-1696029217.6461017,-1688178157.11528
1.5,-1303219497.2414382,-1387503236.7313824,-1451766651.4387505,-1628665149.0518422,-1491444159.5106027,-1793444257.7343087,-1934242854.3244267,-2083802761.7471538,-1952841049.9650996,-1829786420.7472532,-1812854550.8223138,-1880998834.3508227,-1835874606.6801946,-1746033758.6593053,-1609677447.3831828,-1658062234.9943197,-1684177787.5641286
1.45,-1218524218.0241709,-1338085423.4091897,-1395793528.8024883,-1515486995.2069902,-1476351589.1012998,-1653635911.6505196,-1798247180.115359,-1952841049.9650996,-2041126230.3536432,-1902199900.1286788,-1881356476.825006,-1837086956.8951051,-1814689245.7658615,-1723140442.1585953,-1590519586.2019258,-1623095456.6797094,-1612654648.734839
1.4,-1235965973.154542,-1264760099.5474238,-1293648631.0418565,-1529211946.352335,-1495624024.9505088,-1757274789.2069833,-1677929848.5576205,-1829786420.747252,-1902199900.1286788,-2036907259.3590574,-1890409625.859771,-1758258786.684378,-1741904818.4445622,-1738548216.4381714,-1676377141.9856124,-1607501021.5952952,-1582312796.453167
1.35,-1159068532.8430307,-1317377219.285457,-1232204469.1157248,-1526244455.0524626,-1498204018.3543816,-1586847571.0824108,-1633796277.4701922,-1812854550.8223138,-1881356476.8250065,-1890409625.8597715,-1956158658.1166828,-1814893082.9567127,-1795885513.943046,-1652044365.3521564,-1589285028.9067369,-1611692667.15516,-1514802705.7593324
1.3,-1163001913.9704535,-1332590610.2814531,-1307349570.903216,-1529132106.9682567,-1393217406.8256526,-1654160318.8507278,-1845391703.4746656,-1880998834.3508227,-1837086956.8951051,-1758258786.684379,-1814893082.9567127,-1946556050.4507687,-1807061639.2235107,-1662827036.9251716,-1531124483.1157417,-1562255364.87907,-1552195506.8525965
1.25,-1089295929.2674224,-1265090756.7699883,-1237906557.1546986,-1465725377.5295348,-1379476631.349221,-1569273948.10216,-1820267950.4626667,-1835874606.6801946,-1814689245.7658615,-1741904818.4445627,-1795885513.943046,-1807061639.2235107,-1795949885.4851015,-1657262767.8905644,-1531107698.784834,-1527672216.7750666,-1470072478.500303
1.2,-1026747876.4587384,-1115090068.4307578,-1157516675.3537927,-1409114974.336676,-1333406172.5606635,-1566780023.6299956,-1715363634.010508,-1746033758.6593049,-1723140442.1585953,-1738548216.4381714,-1652044365.352156,-1662827036.9251716,-1657262767.8905644,-1662699909.5418358,-1537227567.5723207,-1467280998.04891,-1415209384.241959
1.15,-889130595.7101321,-983020272.386014,-1005471105.5872403,-1312145528.1322,-1242932689.7706642,-1482066761.9987292,-1653191914.7387784,-1609677447.3831828,-1590519586.2019262,-1676377141.9856124,-1589285028.9067369,-1531124483.1157417,-1531107698.784834,-1537227567.5723207,-1758479879.4288843,-1630887731.2418716,-1590800908.362053
1.1,-857031904.8810295,-1059108731.1622169,-994688488.8307266,-1276674997.9279344,-1206023862.1038082,-1418345405.9479063,-1696029217.6461017,-1658062234.9943197,-1623095456.679711,-1607501021.5952952,-1611692667.15516,-1562255364.87907,-1527672216.7750666,-1467280998.0489104,-1630887731.2418716,-1729628641.1468887,-1607583977.663699
1.05,-1042644480.7921959,-951685723.9617602,-946185215.5948381,-1279816186.2483249,-1186838358.4919853,-1462321657.3196707,-1688178157.11528,-1684177787.5641286,-1612654648.734839,-1582312796.4531672,-1514802705.7593324,-1552195506.8525965,-1470072478.500303,-1415209384.241959,-1590800908.362053,-1607583977.663699,-2127968488.308043
