,1.85,1.84,1.83,1.82,1.81,1.8
1.55,0.388,0.402,0.34199999999999997,0.32399999999999995,0.30200000000000005,0.31000000000000005
1.5,0.262,0.266,0.264,0.21399999999999997,0.22999999999999998,0.24
1.45,0.29000000000000004,0.30000000000000004,0.29800000000000004,0.20399999999999996,0.28200000000000003,0.28800000000000003
1.4,0.266,0.27,0.28200000000000003,0.30600000000000005,0.30800000000000005,0.30800000000000005
1.35,0.258,0.268,0.246,0.132,0.134,0.14
1.3,0.28200000000000003,0.28800000000000003,0.28400000000000003,0.11199999999999999,0.15000000000000002,0.15400000000000003
1.25,0.31000000000000005,0.31599999999999995,0.31399999999999995,0.15600000000000003,0.18400000000000005,0.19199999999999995
1.2,0.274,0.29000000000000004,0.252,0.258,0.28600000000000003,0.29200000000000004
1.15,0.33199999999999996,0.344,0.31399999999999995,0.31799999999999995,0.31999999999999995,0.32399999999999995
1.1,0.358,0.36,0.30400000000000005,0.17800000000000005,0.17400000000000004,0.18600000000000005
1.05,0.272,0.28600000000000003,0.29600000000000004,0.30200000000000005,0.30800000000000005,0.31399999999999995
1.0,0.122,0.134,0.14,0.14800000000000002,0.15200000000000002,0.16000000000000003
