,1.85,1.8,1.75,1.7000000000000002,1.6500000000000001,1.6,1.55,1.5,1.4500000000000002,1.4000000000000001,1.35,1.3,1.25,1.2000000000000002,1.15,1.1,1.05
1.55,-2945529000.594163,-2760677594.518533,-2464612557.495026,-2400809200.0118747,-2224507652.2884917,-3316762218.173072,-2792195489.2632527,-2729896213.870677,-2640947672.512739,-2480038763.0153575,-2410629704.48243,-2813004110.354883,-3073378233.989776,-2748022578.822503,-2479445589.661554,-2328022719.9027185,-2481154152.996768
1.5,-2636819523.221311,-2214161868.6341743,-2247864435.22941,-2675616619.5586643,-2521122658.1101522,-2823972362.5687065,-2729896213.870677,-2666662858.778874,-2635779428.631387,-2488354096.4105625,-2349565047.3769035,-2614400732.62771,-2497929248.4627247,-2349166140.033396,-2176800029.278727,-2299165360.6537566,-2339242235.7117267
1.45,-2572066178.6968555,-2412299390.5059066,-2245678816.7763953,-2500523463.2503514,-2392038595.8297286,-2647065150.713742,-2640947672.5127373,-2635779428.6313868,-2547643654.0999947,-2415188395.420015,-2361544844.1107802,-2518499643.96684,-2605676389.0426636,-2563810953.9959283,-2397190380.2664156,-2199639576.8049064,-2079531030.2917058
1.4,-2569221654.774715,-2170102369.4189935,-1994080070.7418187,-2752383648.8123384,-2652589321.237807,-2656914841.2967014,-2480038763.0153556,-2488354096.4105606,-2415188395.420015,-2718853978.679167,-2610495452.4943657,-2466502683.965562,-2322509915.4367576,-2178517146.9079533,-2282882806.787858,-2292156583.2065988,-2139809836.1191196
1.35,-2400524893.688602,-1948115774.5405755,-1792986274.8613756,-2568516077.1625247,-2429471511.8588643,-2546075147.5327606,-2410629704.48243,-2349565047.3769035,-2361544844.110781,-2610495452.4943657,-2471645282.841591,-2332795113.1888146,-2193944943.5360394,-2129600071.3362641,-2149251639.376101,-1950984756.6044707,-1900706468.8621736
1.3,-2494898541.1472664,-2044986526.8129609,-1978325100.4958231,-2535881020.8101263,-2401986254.2214165,-2888636905.8818817,-2813004110.354883,-2614400732.62771,-2518499643.96684,-2466502683.9655623,-2332795113.1888146,-2406208252.646716,-2215195719.5100727,-2166681791.6472,-2015620471.9643438,-1942081458.4412572,-1818991618.845642
1.25,-2328231170.4096103,-2338156001.8501844,-1761921336.7691958,-2209751769.729349,-2081006801.8555899,-2748374739.2955484,-3073378233.989776,-2497929248.4627247,-2605676389.0426645,-2322509915.4367576,-2193944943.5360394,-2215195719.5100727,-2080360213.905501,-2033264155.8496156,-1889625730.2207258,-1702675582.5055244,-1700080201.7149258
1.2,-2146404261.6564906,-1935017946.1797457,-1550539432.8981147,-2034658613.4210365,-1911063444.262227,-2711978314.8655214,-2748022578.8225026,-2349166140.0333943,-2563810953.9959283,-2178517146.9079533,-2129600071.336263,-2166681791.6471996,-2033264155.849615,-2128284478.588872,-1990391589.9851382,-1717067547.019314,-1686581198.7089286
1.15,-2097217443.9208996,-1728178613.274144,-1679187834.9549668,-1986373523.228426,-1867928152.784567,-2524690569.797931,-2479445589.661554,-2176800029.278727,-2397190380.266416,-2282882806.7878585,-2149251639.376101,-2015620471.9643438,-1889625730.2207258,-1990391589.9851384,-2342348063.6571283,-2208716896.245371,-1991850437.2395852
1.1,-2103473999.7253692,-1474164854.9730408,-1349025791.6479325,-1728804973.8622625,-1615509402.133355,-2434518415.9916043,-2328022719.9027185,-2299165360.6537566,-2199639576.804908,-2292156583.206599,-1950984756.6044707,-1942081458.4412572,-1702675582.5055244,-1717067547.019314,-2208716896.245371,-2036749653.2894175,-1923454081.5605092
1.05,-1567730352.3430324,-1579050368.1985388,-1468259516.740966,-1832602467.9339032,-1724456694.9199448,-2504558339.3732567,-2481154152.996768,-2339242235.7117267,-2079531030.2917068,-2139809836.1191206,-1900706468.8621736,-1818991618.845642,-1700080201.7149258,-1686581198.7089286,-1991850437.2395852,-1923454081.5605092,-2709660362.7653847
