,1.85,1.8,1.75,1.7,1.65,1.6,1.55,1.5,1.45,1.4,1.35,1.3,1.25,1.2,1.15,1.1,1.05,1
1.55,-166264515,-197387297.9,-30237511.72,-432317509.3,-261492543.3,-97598048.55,-1192934958,-1031667743,-981994874.9,-815288866.5,-645128928.9,-602244761,-737893809.5,-570874578.5,-1172782484,-1001969312,-1095573545,-965059022.1
1.5,-287110056.4,-326485409.7,-167972839.7,-831406106.3,-675646731.9,-972305160.3,-1031667743,-1065929230,-906690563,-766230434.8,-599649432.8,-839835829.9,-1347458332,-1191982974,-1046390912,-879809910.1,-980807950.7,-975581556.8
1.45,-269326093.7,-690148151,-596170373.5,-844437485.2,-1014026674,-914911529.5,-981994874.9,-906690563,-1604942870,-1477874288,-1346112337,-1199444761,-1306136651,-1247427330,-1183330853,-1025229551,-866012762.9,-981607529.8
1.4,-80963394.52,-557301473,-401825871.1,-660082561.3,-835098683.5,-738443451.8,-815288866.5,-766230434.8,-1477874288,-1352733293,-1212176681,-1070161474,-1212085289,-1211094353,-1056704644,-904881663.3,-749406061.4,-871337362.7
1.35,124486508,-357404270.6,-210885700.9,-473142709.5,-651859581.2,-563428152.2,-645128928.9,-599649432.8,-1346112337,-1212176681,-1075233445,-926641063,-1227752454,-1078915445,-932645163.7,-782722261.8,-640723674.5,-847557371.6
1.3,45686840.26,-489617570.4,-345247368.6,-615918851.9,-471548650.1,-511603085.8,-602244761,-839835829.9,-1199444761,-1070161474,-926641063,-1310781485,-1166411284,-1026715750,-882345548.6,-737975346.8,-719437325.3,-784803005
1.25,162990841,-374620983.9,-235803482.2,-607089431.2,-473244498.8,-336396745.8,-737893809.5,-1347458332,-1306136651,-1212085289,-1227752454,-1166411284,-1087460929,-950051359.4,-876052426.4,-741648125.6,-604882633.8,-677701866.6
1.2,288007233.8,-253813586.3,-129883169.6,-422858379.8,-291012664.5,-160848062.5,-570874578.5,-1191982974,-1247427330,-1211094353,-1078915445,-1026715750,-950051359.4,-881605126.5,-752753525.7,-619488724.1,-490117406.1,-613306212.4
1.15,423658808.8,-209593084.7,-81880983.12,-444527304.8,-425528983.5,-357297130.2,-1172782484,-1046390912,-1183330853,-1056704644,-932645163.7,-882345548.6,-876052426.4,-752753525.7,-786477670.9,-662283490.6,-538315346.3,-597750546.7
1.1,620655649.2,-9695882.226,112463519.3,-262805278.2,-248696902.2,-179610728,-1001969312,-879809910.1,-1025229551,-904881663.3,-782722261.8,-737975346.8,-741648125.6,-619488724.1,-662283490.6,-905887871.1,-785527314,-919140801.8
1.05,-34456406.76,78575406.11,195182107.5,-182064501.4,-65457799.96,-6608224.42,-1095573545,-980807950.7,-866012762.9,-749406061.4,-640723674.5,-719437325.3,-604882633.8,-490117406.1,-538315346.3,-785527314,-1801184866,-1691765122
1,24573468.03,128750344.9,237945269.4,-406394393.4,-295340392,-187226550.3,-965059022.1,-975581556.8,-981607529.8,-871337362.7,-847557371.6,-784803005,-677701866.6,-613306212.4,-597750546.7,-919140801.8,-1691765122,-1623398153
