,1.85
1.15,1396876898.8634768
1.14,1436910163.2292976
1.13,1476943427.595119
1.1199999999999999,1513133001.6277883
1.1099999999999999,1553166265.9936104
1.0999999999999999,1593199530.359432
1.0899999999999999,1628720974.1645439
1.0799999999999998,1662997718.0079775
1.0699999999999998,1379614042.0133655
1.0599999999999998,623279474.344033
1.0499999999999998,662610546.9903017
