,1.8,1.79,1.78,1.77,1.76,1.75,1.74
1.1,-460987933.01412195,-436549621.7077815,-412111310.4014113,-387672999.0950751,-363234687.78873426,-338796376.48237497,-631447426.644422
1.09,-420997969.0582539,-396781824.2183259,-372565679.37840617,-348349534.53848183,-324133389.69856244,-299917244.85864323,-592790461.4870361
1.08,-381008005.102408,-357014026.72891396,-333020048.3554185,-309026069.9819072,-285032091.60840285,-271559598.3944386,-554133496.3297733
1.07,-447533465.47570163,-425314350.5105687,-401542538.6035228,-386525606.88997495,-362753794.98292404,-338981983.0757947,-623544652.4435588
1.06,-409096198.46188116,-385546553.02119535,-370751787.7740602,-347202142.333391,-323652496.8927528,-300102851.4520895,-584887687.2862723
1.05,-377861114.6995486,-354533635.7252643,-331206156.7510832,-307878677.7768328,-284551198.80258244,-261223719.8283705,-546230722.129004
1.04,-384165938.13702637,-361060625.62928957,-337955313.1214612,-314850000.61364925,-291744688.1057965,-268639375.5980181,-560048399.4608718
