,1.85,1.8,1.75,1.7000000000000002,1.6500000000000001,1.6
1.55,0.25,0.16000000000000003,0.08799999999999997,0.03400000000000003,0.09999999999999998,0.122
1.5,0.02400000000000002,0.016000000000000014,0.020000000000000018,0.006000000000000005,0.014000000000000012,0.0020000000000000018
1.45,0.03600000000000003,0.0020000000000000018,0.006000000000000005,0.0040000000000000036,0.0,0.0
1.4,0.06399999999999995,0.010000000000000009,0.04600000000000004,0.014000000000000012,0.0,0.0
1.35,0.15000000000000002,0.05800000000000005,0.09399999999999997,0.030000000000000027,0.010000000000000009,0.0020000000000000018
1.3,0.10199999999999998,0.018000000000000016,0.050000000000000044,0.01200000000000001,0.02200000000000002,0.008000000000000007
1.25,0.14400000000000002,0.03200000000000003,0.06799999999999995,0.010000000000000009,0.020000000000000018,0.026000000000000023
1.2,0.19199999999999995,0.06799999999999995,0.11199999999999999,0.02200000000000002,0.05600000000000005,0.05600000000000005
1.15,0.28600000000000003,0.06799999999999995,0.124,0.02200000000000002,0.018000000000000016,0.01200000000000001
1.1,0.394,0.17600000000000005,0.256,0.05400000000000005,0.06000000000000005,0.03600000000000003
1.05,0.16200000000000003,0.236,0.31999999999999995,0.07599999999999996,0.14,0.11199999999999999
1.0,0.01200000000000001,0.02400000000000002,0.04200000000000004,0.03200000000000003,0.06000000000000005,0.03400000000000003
