,1.85
1.15,-2421229515.6547656
1.14,-2378939445.3356614
1.13,-2336649375.0165586
1.1199999999999999,-2295223957.2347374
1.1099999999999999,-2252933886.915634
1.0999999999999999,-2210643816.5965295
1.0899999999999999,-2169715236.316016
1.0799999999999998,-2129092738.4141397
1.0699999999999998,-2052526082.5143769
1.0599999999999998,-1600782338.8062668
1.0499999999999998,-1560284615.0973582
