,1.85,1.84,1.83,1.82,1.81,1.8,1.79,1.78,1.77,1.76,1.75
1.25,3034120606.960444,3063235769.1341867,2858195069.4889646,2037103411.7589507,2066218573.9326928,2095333736.1064348,2124448898.280178,2050106024.8334033,2079221187.0071464,2108336349.1808877,2137451511.354631
1.23,2585076940.6361814,2614802484.198393,2093237444.4299245,2121886764.0088885,2150536083.58785,2179185403.1668143,2207834722.745777,1408206378.1263728,1432934832.112588,1457663286.0988026,1482391740.0850184
1.21,2674495242.408687,2703737443.799156,2120697064.3847008,2148880541.368885,2496699325.608534,2524882802.592717,2553066279.576898,2063959578.4584937,2092143055.442677,2120326532.4268591,2148510009.4110427
1.19,2763913544.181194,2792672403.3999186,2205946259.229421,2233663893.6188235,2581016835.2636914,2608734469.6530957,2636452104.042497,2146879560.3293128,2174597194.718715,2202314829.1081195,2230032463.497522
1.17,2853331845.9536996,2881607363.000681,2610830761.3296065,2638082553.124227,2665334344.9188504,2692586136.7134733,2719837928.5080957,2229799542.200132,2257051333.9947543,2284303125.7893777,2311554917.5840015
1.15,2942750147.7262063,2970542322.6014442,2696079956.174323,2722865905.374166,2749651854.57401,2776437803.773853,2803223752.973695,2312719524.070951,2339505473.2707934,2366291422.470637,2393077371.6704807
1.13,2858568669.8989577,2885877502.602453,2574413079.778007,1979984972.6599631,2006305079.265027,2032625185.87009,2058945292.4751534,2085265399.080217,2111585505.6852798,2137905612.2903433,2164225718.8954067
1.1099999999999999,2947986971.6714654,2974812462.2032166,2659662274.622725,1518695350.878073,1544549614.888357,1570403878.8986402,1596258142.9089231,1622112406.9192073,1647966670.9294908,1673820934.939774,1699675198.950057
1.09,3037405273.44397,3063747421.803977,2744911469.4674416,1603478703.128011,2174940098.5753427,2200328519.990846,2225716941.406349,2251105362.8218536,2276493784.2373567,2301882205.6528606,2327270627.068363
1.07,3126823575.216476,3152682381.4047403,2830160664.31216,2234335029.4097776,2259257608.230501,2284180187.0512257,2309102765.8719487,2334025344.6926723,2358947923.513396,2383870502.3341193,2408793081.1548443
1.05,1689333827.4750402,1713064288.005912,1736794748.536785,1760525209.0676565,1594433347.1000705,1619201206.360013,1791573489.8860633,1392990967.8551042,1417758827.1150467,1442526686.3749895,1467294545.6349318
