,1.85,1.8,1.75,1.7000000000000002,1.6500000000000001,1.6,1.55,1.5,1.4500000000000002,1.4000000000000001
1.55,945378963.4191073,151519532.15193695,194660669.6774351,-338982973.1420101,-533600598.3827964,-638336129.9386339,-702331153.2099912,-648241972.4456046,-780352197.1467981,-615119949.7319522
1.5,597582717.1667454,201080493.50912037,258695547.99181363,-321692666.3554229,-527463602.5035086,-556426476.3077792,-648241972.4456046,-833813858.8849372,-753634100.5205997,-594338557.9238874
1.45,32099472.254828285,-237226874.60820234,-156589351.84146464,-428409897.8182778,-747171242.0898528,-681416352.9416757,-780352197.1467977,-753634100.5205991,-1244456290.7140996,-1097417692.647288
1.4,220892790.56676564,-133107719.86143978,-59143385.12541872,-332138292.51753217,-576757900.7701842,-509801520.8350689,-615119949.7319517,-594338557.9238869,-1097417692.647288,-956977376.3259836
1.35,-116991436.87224941,-422222892.6657029,-341788599.4702917,-401249859.49514264,-640611103.5488421,-738342822.7121205,-764736798.8175911,-791974117.7967519,-1208640016.5285568,-1067819408.8981973
1.3,38695214.238454,-281724393.0400055,-265554539.44463778,-315775679.98039764,-521875475.11563253,-655029100.6595805,-686786040.2683816,-707513458.9052801,-1100403413.3830638,-960966362.2964455
1.25,-37385693.6626684,-425015533.847055,-454666299.12220913,-404279232.58313483,-762248315.0429618,-702697956.6880499,-868076961.2565341,-1001873272.6012126,-1268331246.6419811,-1134257159.058695
1.2,158053518.1068522,-247300660.90090844,-291466426.0942305,-241104847.1326149,-598856322.207549,-532850243.3028133,-719404729.8620243,-893728355.9079814,-1120610174.7200167,-999706235.2317826
1.15,247674746.53940713,-253506556.05439737,-130949560.24618098,-178452796.42654732,-537982195.2231286,-456959479.95380425,-649128872.3607408,-766257995.7078848,-1009498170.9455268,-886150010.3689018
1.1,371320848.9679743,-112453922.5248659,-75617368.15392229,-129002735.75945322,-417421743.50922805,-400281381.480251,-597072237.4715519,-846484247.5865625,-873406306.6839235,-755421109.6106303
