,1.85,1.8,1.75,1.7000000000000002,1.6500000000000001,1.6,1.55,1.5,1.4500000000000002,1.4000000000000001,1.35,1.3,1.25,1.2000000000000002,1.15,1.1,1.05
1.55,3835604633.2140927,3930926737.1078935,1234355556.9450686,581673413.2046205,758510457.6508217,864724037.5837169,141956632.428131,394853356.16699463,466233833.300511,662997450.3159329,279383946.51365256,205798253.15056363,424633059.22185725,275499952.2646054,1117615411.473076,657830448.0968243,356406755.53069955
1.5,2790992475.4946966,1489226032.0241737,1328461150.6950653,1335548376.2744145,1499537042.2715397,1324364730.4295533,394853356.16699463,183442681.03063506,436643514.543972,492570305.1228453,-5456893.3219960295,171828262.7790306,393450836.7400777,487821381.2588152,647707208.7958636,183975400.0454563,109752936.1481033
1.45,2988184996.123723,1977194473.0906343,1718041724.0188906,1521402197.7378225,1386948580.928568,1485551789.4167173,466233833.3005117,436643514.54397285,488485759.28646266,606937588.541571,217179778.007591,374107933.577849,668028267.8480858,490001522.50932175,644557822.4618022,367562859.8878804,185578769.1881239
1.4,2430429481.3204956,1984555558.495444,1683399315.6030288,1383266576.7567418,1660444683.9633405,725815424.2229971,662997450.3159333,492570305.12284577,606937588.541571,212471071.36420453,364436481.9967348,499836804.13233656,635237126.2679386,150073874.86720723,412754352.75245637,561981125.1203675,-139483772.1170012
1.35,2220760337.802252,1312326487.2553527,1352796469.7826395,1058298495.982752,1205888295.380163,900310690.7523377,279383946.51365256,-5456893.3219960295,217179778.00758982,364436481.99673414,-228989757.4506098,-98425161.10556453,32139435.23948059,288008980.1581272,431906224.94147116,-112837415.38316734,-107432949.87183715
1.3,2417952858.4312773,1504189480.2998104,1539329935.2425294,1244152317.4461596,1386275827.9769998,1501973149.5896924,205798253.15056363,171828262.7790306,374107933.57784814,499836804.13233584,-98425161.10556453,-131768137.35736799,103239984.65953062,415917642.18776566,554485359.3865411,22633.40053600073,-86136964.53269935
1.25,2615145379.0603037,1270348278.5475364,1303141564.0380263,977510059.0342481,1114167280.6985178,1672518032.2958772,424633059.22185725,393450836.7400777,668028267.8480853,635237126.2679381,32139435.23948059,103239984.65953062,22741084.225607734,201398832.62597153,347396529.5985396,-73125421.62760168,34398222.50031312
1.2,1755521940.574425,1887915466.3887258,982980831.0949239,694650497.3441542,830158696.3381525,754153195.3942541,275499952.2646058,487821381.25881594,490001522.50932175,150073874.86720723,288008980.15812784,415917642.1877664,201398832.62597218,14550570.105808416,152305069.57210812,140516695.19099236,245070323.13212267
1.15,2333532011.329984,2079778459.4331832,1388298426.1487677,880504318.8075618,1006228962.7386898,834984875.9306716,1117615411.473076,647707208.7958636,644557822.461802,412754352.7524563,431906224.94147116,554485359.3865411,347396529.5985396,152305069.57210758,38068013.57927603,163792657.51040444,-239209481.10561112
1.1,2033864751.4114087,965588175.3638046,1094066148.6996636,843399859.7309675,887590091.8649011,1005529758.6368558,657830448.0968243,183975400.0454563,367562859.88787955,561981125.1203673,-112837415.38316734,22633.40053600073,-73125421.62760168,140516695.19099164,163792657.51040444,-414737321.7710831,-283832907.8189674
1.05,1257697079.549964,1231820825.0095375,958507545.3859473,413805727.3970871,528597793.59507465,662598044.090578,356406755.53069955,109752936.1481033,185578769.1881235,-139483772.1170017,-107432949.87183715,-86136964.53269935,34398222.50031312,245070323.13212204,-239209481.10561112,-283832907.8189674,-473237440.6076066
