,1.85,1.84,1.83,1.82,1.81,1.8,1.79,1.78,1.77,1.76,1.75
1.25,-2810173089.6178904,-2779754544.007002,-2280429925.731342,-2178568224.349921,-2148149678.739032,-2117731133.1281416,-2147877063.5585666,-2119022231.4582796,-2090167399.357992,-2061312567.2577043,-2032457735.1574166
1.23,-2720134194.6096587,-2690202345.7285423,-2119921268.412127,-2089989419.5310113,-2060057570.649897,-2030125721.7687812,-2065236824.423343,-2027489738.0746093,-1999096583.2879252,-1970703428.501243,-1942310273.71456
1.21,-2630095299.6014256,-2600650147.4500847,-2075838494.5708148,-2046393342.4194744,-1934069500.2291741,-1907820423.9566596,-1881571347.684145,-1855322271.41163,-1829073195.1391153,-1802824118.8666008,-1776575042.5940857
1.19,-2540056404.593192,-2511097949.1716266,-1986772993.0221317,-1957814537.6005652,-1855539205.9262798,-1829723998.6830614,-1803908791.439845,-1778093584.1966283,-1752278376.953411,-1726463169.7101946,-1700647962.4669776
1.17,-2450017509.584961,-2421545750.8931684,-1827771588.0512207,-1802390249.837303,-1777008911.6233838,-1751627573.4094644,-1726246235.1955462,-1700864896.9816265,-1675483558.7677076,-1650102220.553788,-1624720882.339869
1.15,-2359978614.576728,-2331993552.6147103,-1748373555.689731,-1723426086.5051098,-1698478617.3204875,-1673531148.135867,-1648583678.9512463,-1623636209.7666242,-1598688740.5820036,-1573741271.3973823,-1548793802.2127604
1.13,-2269939719.5684953,-2242441354.3362513,-1668975523.328241,-1644461923.1729176,-1619948323.0175936,-1595434722.86227,-1570921122.7069466,-1546407522.5516226,-1521893922.3962998,-1497380322.240976,-1472866722.085652
1.1099999999999999,-2280410322.515618,-2254374592.738571,-1953559505.7449908,-1882847166.9804811,-1856933967.2474568,-1831020767.5144343,-1805107567.781411,-1779194368.0483875,-1753281168.3153646,-1727367968.5823417,-1701454768.849318
1.09,-2193624556.5921273,-2168057939.0633144,-1868115982.300969,-1797870548.036153,-1817223391.8343108,-1791777096.6009815,-1766330801.367653,-1741966959.5486207,-1719279987.945819,-1696593016.3430161,-1673906044.740214
1.07,-2119237447.6576579,-2093199172.614735,-1782672458.8569465,-1757693068.1233115,-1734682152.1532257,-1712411455.2587316,-1690140758.3642375,-1667870061.4697444,-1645599364.57525,-1623328667.6807559,-1601057970.7862618
1.05,-1869295380.2485545,-1843768100.636227,-1818240821.023899,-1792713541.4115722,-1644284188.5528827,-1618756908.9405546,-1641877582.708396,-1567702349.7159004,-1542175070.1035717,-1516647790.4912448,-1492362428.8396869
