,1.85,1.8,1.75,1.7000000000000002,1.6500000000000001,1.6,1.55,1.5,1.4500000000000002,1.4000000000000001,1.35,1.3,1.25,1.2000000000000002,1.15,1.1,1.05
1.55,-174303860.78377056,-478529326.6143043,-879691035.7578968,-1035988706.2066306,-867293160.0053809,-1251075653.1373057,-1506575866.3001018,-1346804296.2538204,-1195864739.705619,-1104583749.9233818,-1091574586.9449842,-1409426458.2235115,-1305469967.5886645,-1163587610.6197417,-1162442676.5252233,-1179733515.941492,-1247295966.9590514
1.5,-628466935.1842918,-741754965.4928445,-793527135.0306216,-976011799.0821924,-808504879.1170672,-1200841076.9342086,-1346804296.2538204,-1462085626.2811608,-1350314754.8299656,-1229483070.9096076,-1249523708.618708,-1422018990.3153284,-1352365189.0012505,-1235829108.5636456,-1068322188.5985312,-1091196592.0136511,-1199167462.6096272
1.45,-496659333.75255764,-633150015.1611524,-677959043.7918011,-860954889.6469737,-843920779.5111154,-1032002948.90206,-1195864739.7056181,-1350314754.829965,-1420799872.8798199,-1294471938.8243337,-1311905587.5544968,-1297929041.8155975,-1325681759.2051518,-1213233137.6649563,-1051309781.6986666,-1032923390.0214921,-1106793391.356881
1.4,-568984175.4662725,-566304859.0553803,-570867661.5382661,-909886655.4389077,-905568961.9323558,-1206213775.433172,-1104583749.9233816,-1229483070.9096067,-1294471938.8243337,-1476224714.6772275,-1334665413.06435,-1192228577.687155,-1236752408.6231046,-1245040280.667589,-1201734993.035073,-1098519824.2255363,-1092887985.855437
1.35,-473250321.7060507,-626682287.8286839,-501046844.4303535,-880498602.2975457,-879310907.3794363,-1044028154.6669708,-1091574586.9449842,-1249523708.618708,-1311905587.5544977,-1334665413.06435,-1373161099.514013,-1235811293.9717228,-1285422154.742574,-1142940787.2848845,-1098433805.6320853,-1113553434.4334252,-1018020295.4646007
1.3,-522476233.1153866,-681491763.2368631,-614564506.9952738,-893350582.5454853,-748177918.5757135,-1169596360.875451,-1409426458.2235115,-1422018990.3153284,-1297929041.8155975,-1192228577.6871564,-1235811293.9717228,-1418908691.7174942,-1297547521.0248828,-1152576630.8912303,-1007403966.9214572,-1047141398.1945385,-1080109309.8921752
1.25,-465452898.20890087,-620930468.2336166,-541088498.2381614,-805276444.8507811,-712654227.9079436,-1065706579.4378949,-1305469967.5886645,-1352365189.0012505,-1325681759.2051523,-1236752408.623105,-1285422154.742574,-1297547521.0248828,-1290366600.7610767,-1153280794.452904,-1013691694.4819583,-989898239.383751,-962854465.9165936
1.2,-391597379.6718114,-429043688.3710646,-441382757.31284064,-732758635.4650209,-645719982.5210199,-1013101087.9363248,-1163587610.6197407,-1235829108.5636446,-1213233137.6649563,-1245040280.667589,-1142940787.284884,-1152576630.8912299,-1153280794.4529035,-1138121963.4863167,-1004116427.5142149,-948305837.3841943,-875842347.5007392
1.15,-231166860.38641885,-281160007.5708265,-258115044.5456587,-658590423.5854911,-577135334.6403306,-950100004.05447,-1162442676.5252233,-1068322188.5985312,-1051309781.6986666,-1201734993.035073,-1098433805.6320853,-1007403966.9214572,-1013691694.4819583,-1004116427.5142154,-1311291367.1913335,-1182869395.218059,-1164731227.39591
1.1,-168482294.5819028,-346147066.23568714,-223308658.26126093,-578128957.1673172,-481374639.8110748,-837311816.5346522,-1179733515.941492,-1091196592.0136511,-1032923390.0214931,-1098519824.2255363,-1113553434.4334252,-1047141398.1945385,-989898239.383751,-948305837.3841943,-1182869395.218059,-1245743362.0114546,-1122904954.0370288
1.05,-353944447.59362894,-278861784.1449471,-239941438.26686367,-668917660.685331,-551662816.7097442,-1011857204.1554753,-1247295966.9590514,-1199167462.6096272,-1106793391.3568814,-1092887985.8554378,-1018020295.4646007,-1080109309.8921752,-962854465.9165936,-875842347.5007397,-1164731227.39591,-1122904954.0370288,-1817781406.7037463
